"Order_ID","Order_Date","Order_Month","Customer","Region","City","Sales_Channel","Product_Category","Product","Quantity","Unit_Price","Revenue","Cost","Profit","Sales_Representative","Status"
"ORD-2025-0304","2025-03-01","2025-03","Fictional Enterprise 113","Northern","Tabuk","Partner","Operations","Process Monitor","1","155","155","117.80","37.20","Yousef Karim","In Progress"
"ORD-2025-0305","2025-03-12","2025-03","Fictional Enterprise 126","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","222.5","1780.0","1103.60","676.40","Sara Mansour","Completed"
"ORD-2025-0306","2025-03-23","2025-03","Fictional Enterprise 139","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","240","1680","1100.40","579.60","Fahad Rahman","Completed"
"ORD-2025-0307","2025-04-03","2025-04","Fictional Enterprise 152","Eastern","Dammam","Digital","Governance","Control Center","6","172.5","1035.0","714.15","320.85","Amina Saleh","Completed"
"ORD-2025-0308","2025-04-14","2025-04","Fictional Enterprise 005","Northern","Tabuk","Partner","Operations","Process Monitor","5","140","700","507.50","192.50","Omar Haddad","In Progress"
"ORD-2025-0309","2025-04-25","2025-04","Fictional Enterprise 018","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","207.5","830.0","630.80","199.20","Lina Nasser","Completed"
"ORD-2025-0310","2025-05-06","2025-05","Fictional Enterprise 031","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","270","810","502.20","307.80","Yousef Karim","Completed"
"ORD-2025-0311","2025-05-17","2025-05","Fictional Enterprise 044","Eastern","Dammam","Digital","Governance","Control Center","2","202.5","405.0","265.28","139.72","Sara Mansour","Completed"
"ORD-2025-0312","2025-05-28","2025-05","Fictional Enterprise 057","Northern","Tabuk","Partner","Operations","Process Monitor","1","125","125","86.25","38.75","Fahad Rahman","In Progress"
"ORD-2025-0313","2025-06-08","2025-06","Fictional Enterprise 070","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","192.5","1540.0","1116.50","423.50","Amina Saleh","Completed"
"ORD-2025-0314","2025-06-19","2025-06","Fictional Enterprise 083","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","255","1785","1356.60","428.40","Omar Haddad","Completed"
"ORD-2025-0315","2025-06-30","2025-06","Fictional Enterprise 096","Eastern","Dammam","Digital","Governance","Control Center","6","187.5","1125.0","697.50","427.50","Lina Nasser","Completed"
"ORD-2025-0316","2025-07-11","2025-07","Fictional Enterprise 109","Northern","Tabuk","Partner","Operations","Process Monitor","5","155","775","507.62","267.38","Yousef Karim","In Progress"
"ORD-2025-0317","2025-07-22","2025-07","Fictional Enterprise 122","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","222.5","890.0","614.10","275.90","Sara Mansour","Completed"
"ORD-2025-0318","2025-08-02","2025-08","Fictional Enterprise 135","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","240","720","522.00","198.00","Fahad Rahman","Completed"
"ORD-2025-0319","2025-08-13","2025-08","Fictional Enterprise 148","Eastern","Dammam","Digital","Governance","Control Center","2","172.5","345.0","262.20","82.80","Amina Saleh","Completed"
"ORD-2025-0320","2025-08-24","2025-08","Fictional Enterprise 001","Northern","Tabuk","Partner","Operations","Process Monitor","1","140","140","86.80","53.20","Omar Haddad","In Progress"
"ORD-2025-0321","2025-09-04","2025-09","Fictional Enterprise 014","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","207.5","1660.0","1087.30","572.70","Lina Nasser","Completed"
"ORD-2025-0322","2025-09-15","2025-09","Fictional Enterprise 027","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","270","1890","1304.10","585.90","Yousef Karim","Completed"
"ORD-2025-0323","2025-09-26","2025-09","Fictional Enterprise 040","Eastern","Dammam","Digital","Governance","Control Center","6","202.5","1215.0","880.88","334.12","Sara Mansour","Completed"
"ORD-2025-0324","2025-10-07","2025-10","Fictional Enterprise 053","Northern","Tabuk","Partner","Operations","Process Monitor","5","125","625","475.00","150.00","Fahad Rahman","In Progress"
"ORD-2025-0325","2025-10-18","2025-10","Fictional Enterprise 066","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","192.5","770.0","477.40","292.60","Amina Saleh","Completed"
"ORD-2025-0326","2025-10-29","2025-10","Fictional Enterprise 079","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","255","765","501.08","263.92","Omar Haddad","Completed"
"ORD-2025-0327","2025-11-09","2025-11","Fictional Enterprise 092","Eastern","Dammam","Digital","Governance","Control Center","2","187.5","375.0","258.75","116.25","Lina Nasser","Completed"
"ORD-2025-0328","2025-11-20","2025-11","Fictional Enterprise 105","Northern","Tabuk","Partner","Operations","Process Monitor","1","155","155","112.38","42.62","Yousef Karim","In Progress"
"ORD-2025-0329","2025-12-01","2025-12","Fictional Enterprise 118","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","222.5","1780.0","1352.80","427.20","Sara Mansour","Completed"
"ORD-2025-0330","2025-12-12","2025-12","Fictional Enterprise 131","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","240","1680","1041.60","638.40","Fahad Rahman","Completed"
"ORD-2025-0331","2025-12-23","2025-12","Fictional Enterprise 144","Eastern","Dammam","Digital","Governance","Control Center","6","172.5","1035.0","677.92","357.08","Amina Saleh","Completed"
"ORD-2025-0332","2025-01-03","2025-01","Fictional Enterprise 157","Northern","Tabuk","Partner","Operations","Process Monitor","5","140","700","483.00","217.00","Omar Haddad","In Progress"
"ORD-2025-0333","2025-01-14","2025-01","Fictional Enterprise 010","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","207.5","830.0","601.75","228.25","Lina Nasser","Completed"
"ORD-2025-0334","2025-01-25","2025-01","Fictional Enterprise 023","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","270","810","615.60","194.40","Yousef Karim","Completed"
"ORD-2025-0335","2025-02-05","2025-02","Fictional Enterprise 036","Eastern","Dammam","Digital","Governance","Control Center","2","202.5","405.0","251.10","153.90","Sara Mansour","Completed"
"ORD-2025-0336","2025-02-16","2025-02","Fictional Enterprise 049","Northern","Tabuk","Partner","Operations","Process Monitor","1","125","125","81.88","43.12","Fahad Rahman","In Progress"
"ORD-2025-0337","2025-02-27","2025-02","Fictional Enterprise 062","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","192.5","1540.0","1062.60","477.40","Amina Saleh","Completed"
"ORD-2025-0338","2025-03-10","2025-03","Fictional Enterprise 075","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","255","1785","1294.12","490.88","Omar Haddad","Completed"
"ORD-2025-0339","2025-03-21","2025-03","Fictional Enterprise 088","Eastern","Dammam","Digital","Governance","Control Center","6","187.5","1125.0","855.00","270.00","Lina Nasser","Completed"
"ORD-2025-0340","2025-04-01","2025-04","Fictional Enterprise 101","Northern","Tabuk","Partner","Operations","Process Monitor","5","155","775","480.50","294.50","Yousef Karim","In Progress"
"ORD-2025-0341","2025-04-12","2025-04","Fictional Enterprise 114","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","222.5","890.0","582.95","307.05","Sara Mansour","Completed"
"ORD-2025-0342","2025-04-23","2025-04","Fictional Enterprise 127","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","240","720","496.80","223.20","Fahad Rahman","Completed"
"ORD-2025-0343","2025-05-04","2025-05","Fictional Enterprise 140","Eastern","Dammam","Digital","Governance","Control Center","2","172.5","345.0","250.12","94.88","Amina Saleh","Completed"
"ORD-2025-0344","2025-05-15","2025-05","Fictional Enterprise 153","Northern","Tabuk","Partner","Operations","Process Monitor","1","140","140","106.40","33.60","Omar Haddad","In Progress"
"ORD-2025-0345","2025-05-26","2025-05","Fictional Enterprise 006","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","207.5","1660.0","1029.20","630.80","Lina Nasser","Completed"
"ORD-2025-0346","2025-06-06","2025-06","Fictional Enterprise 019","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","270","1890","1237.95","652.05","Yousef Karim","Completed"
"ORD-2025-0347","2025-06-17","2025-06","Fictional Enterprise 032","Eastern","Dammam","Digital","Governance","Control Center","6","202.5","1215.0","838.35","376.65","Sara Mansour","Completed"
"ORD-2025-0348","2025-06-28","2025-06","Fictional Enterprise 045","Northern","Tabuk","Partner","Operations","Process Monitor","5","125","625","453.12","171.88","Fahad Rahman","In Progress"
"ORD-2025-0349","2025-07-09","2025-07","Fictional Enterprise 058","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","192.5","770.0","585.20","184.80","Amina Saleh","Completed"
"ORD-2025-0350","2025-07-20","2025-07","Fictional Enterprise 071","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","255","765","474.30","290.70","Omar Haddad","Completed"
"ORD-2025-0351","2025-07-31","2025-07","Fictional Enterprise 084","Eastern","Dammam","Digital","Governance","Control Center","2","187.5","375.0","245.62","129.38","Lina Nasser","Completed"
"ORD-2025-0352","2025-08-11","2025-08","Fictional Enterprise 097","Northern","Tabuk","Partner","Operations","Process Monitor","1","155","155","106.95","48.05","Yousef Karim","In Progress"
"ORD-2025-0353","2025-08-22","2025-08","Fictional Enterprise 110","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","222.5","1780.0","1290.50","489.50","Sara Mansour","Completed"
"ORD-2025-0354","2025-09-02","2025-09","Fictional Enterprise 123","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","240","1680","1276.80","403.20","Fahad Rahman","Completed"
"ORD-2025-0355","2025-09-13","2025-09","Fictional Enterprise 136","Eastern","Dammam","Digital","Governance","Control Center","6","172.5","1035.0","641.70","393.30","Amina Saleh","Completed"
"ORD-2025-0356","2025-09-24","2025-09","Fictional Enterprise 149","Northern","Tabuk","Partner","Operations","Process Monitor","5","140","700","458.50","241.50","Omar Haddad","In Progress"
"ORD-2025-0357","2025-10-05","2025-10","Fictional Enterprise 002","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","207.5","830.0","572.70","257.30","Lina Nasser","Completed"
"ORD-2025-0358","2025-10-16","2025-10","Fictional Enterprise 015","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","270","810","587.25","222.75","Yousef Karim","Completed"
"ORD-2025-0359","2025-10-27","2025-10","Fictional Enterprise 028","Eastern","Dammam","Digital","Governance","Control Center","2","202.5","405.0","307.80","97.20","Sara Mansour","Completed"
"ORD-2025-0360","2025-11-07","2025-11","Fictional Enterprise 041","Northern","Tabuk","Partner","Operations","Process Monitor","1","125","125","77.50","47.50","Fahad Rahman","In Progress"
"ORD-2025-0361","2025-11-18","2025-11","Fictional Enterprise 054","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","192.5","1540.0","1008.70","531.30","Amina Saleh","Completed"
"ORD-2025-0362","2025-11-29","2025-11","Fictional Enterprise 067","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","255","1785","1231.65","553.35","Omar Haddad","Completed"
"ORD-2025-0363","2025-12-10","2025-12","Fictional Enterprise 080","Eastern","Dammam","Digital","Governance","Control Center","6","187.5","1125.0","815.62","309.38","Lina Nasser","Completed"
"ORD-2025-0364","2025-12-21","2025-12","Fictional Enterprise 093","Northern","Tabuk","Partner","Operations","Process Monitor","5","155","775","589.00","186.00","Yousef Karim","In Progress"
"ORD-2025-0365","2025-01-01","2025-01","Fictional Enterprise 106","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","222.5","890.0","551.80","338.20","Sara Mansour","Completed"
"ORD-2025-0366","2025-01-12","2025-01","Fictional Enterprise 119","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","240","720","471.60","248.40","Fahad Rahman","Completed"
"ORD-2025-0367","2025-01-23","2025-01","Fictional Enterprise 132","Eastern","Dammam","Digital","Governance","Control Center","2","172.5","345.0","238.05","106.95","Amina Saleh","Completed"
"ORD-2025-0368","2025-02-03","2025-02","Fictional Enterprise 145","Northern","Tabuk","Partner","Operations","Process Monitor","1","140","140","101.50","38.50","Omar Haddad","In Progress"
"ORD-2025-0369","2025-02-14","2025-02","Fictional Enterprise 158","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","207.5","1660.0","1261.60","398.40","Lina Nasser","Completed"
"ORD-2025-0370","2025-02-25","2025-02","Fictional Enterprise 011","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","270","1890","1171.80","718.20","Yousef Karim","Completed"
"ORD-2025-0371","2025-03-08","2025-03","Fictional Enterprise 024","Eastern","Dammam","Digital","Governance","Control Center","6","202.5","1215.0","795.82","419.18","Sara Mansour","Completed"
"ORD-2025-0372","2025-03-19","2025-03","Fictional Enterprise 037","Northern","Tabuk","Partner","Operations","Process Monitor","5","125","625","431.25","193.75","Fahad Rahman","In Progress"
"ORD-2025-0373","2025-03-30","2025-03","Fictional Enterprise 050","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","192.5","770.0","558.25","211.75","Amina Saleh","Completed"
"ORD-2025-0374","2025-04-10","2025-04","Fictional Enterprise 063","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","255","765","581.40","183.60","Omar Haddad","Completed"
"ORD-2025-0375","2025-04-21","2025-04","Fictional Enterprise 076","Eastern","Dammam","Digital","Governance","Control Center","2","187.5","375.0","232.50","142.50","Lina Nasser","Completed"
"ORD-2025-0376","2025-05-02","2025-05","Fictional Enterprise 089","Northern","Tabuk","Partner","Operations","Process Monitor","1","155","155","101.52","53.48","Yousef Karim","In Progress"
"ORD-2025-0377","2025-05-13","2025-05","Fictional Enterprise 102","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","222.5","1780.0","1228.20","551.80","Sara Mansour","Completed"
"ORD-2025-0378","2025-05-24","2025-05","Fictional Enterprise 115","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","240","1680","1218.00","462.00","Fahad Rahman","Completed"
"ORD-2025-0379","2025-06-04","2025-06","Fictional Enterprise 128","Eastern","Dammam","Digital","Governance","Control Center","6","172.5","1035.0","786.60","248.40","Amina Saleh","Completed"
"ORD-2025-0380","2025-06-15","2025-06","Fictional Enterprise 141","Northern","Tabuk","Partner","Operations","Process Monitor","5","140","700","434.00","266.00","Omar Haddad","In Progress"
"ORD-2025-0381","2025-06-26","2025-06","Fictional Enterprise 154","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","207.5","830.0","543.65","286.35","Lina Nasser","Completed"
"ORD-2025-0382","2025-07-07","2025-07","Fictional Enterprise 007","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","270","810","558.90","251.10","Yousef Karim","Completed"
"ORD-2025-0383","2025-07-18","2025-07","Fictional Enterprise 020","Eastern","Dammam","Digital","Governance","Control Center","2","202.5","405.0","293.62","111.38","Sara Mansour","Completed"
"ORD-2025-0384","2025-07-29","2025-07","Fictional Enterprise 033","Northern","Tabuk","Partner","Operations","Process Monitor","1","125","125","95.00","30.00","Fahad Rahman","In Progress"
"ORD-2025-0385","2025-08-09","2025-08","Fictional Enterprise 046","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","192.5","1540.0","954.80","585.20","Amina Saleh","Completed"
"ORD-2025-0386","2025-08-20","2025-08","Fictional Enterprise 059","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","255","1785","1169.18","615.82","Omar Haddad","Completed"
"ORD-2025-0387","2025-08-31","2025-08","Fictional Enterprise 072","Eastern","Dammam","Digital","Governance","Control Center","6","187.5","1125.0","776.25","348.75","Lina Nasser","Completed"
"ORD-2025-0388","2025-09-11","2025-09","Fictional Enterprise 085","Northern","Tabuk","Partner","Operations","Process Monitor","5","155","775","561.88","213.12","Yousef Karim","In Progress"
"ORD-2025-0389","2025-09-22","2025-09","Fictional Enterprise 098","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","222.5","890.0","676.40","213.60","Sara Mansour","Completed"
"ORD-2025-0390","2025-10-03","2025-10","Fictional Enterprise 111","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","240","720","446.40","273.60","Fahad Rahman","Completed"
"ORD-2025-0391","2025-10-14","2025-10","Fictional Enterprise 124","Eastern","Dammam","Digital","Governance","Control Center","2","172.5","345.0","225.98","119.02","Amina Saleh","Completed"
"ORD-2025-0392","2025-10-25","2025-10","Fictional Enterprise 137","Northern","Tabuk","Partner","Operations","Process Monitor","1","140","140","96.60","43.40","Omar Haddad","In Progress"
"ORD-2025-0393","2025-11-05","2025-11","Fictional Enterprise 150","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","207.5","1660.0","1203.50","456.50","Lina Nasser","Completed"
"ORD-2025-0394","2025-11-16","2025-11","Fictional Enterprise 003","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","270","1890","1436.40","453.60","Yousef Karim","Completed"
"ORD-2025-0395","2025-11-27","2025-11","Fictional Enterprise 016","Eastern","Dammam","Digital","Governance","Control Center","6","202.5","1215.0","753.30","461.70","Sara Mansour","Completed"
"ORD-2025-0396","2025-12-08","2025-12","Fictional Enterprise 029","Northern","Tabuk","Partner","Operations","Process Monitor","5","125","625","409.38","215.62","Fahad Rahman","In Progress"
"ORD-2025-0397","2025-12-19","2025-12","Fictional Enterprise 042","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","192.5","770.0","531.30","238.70","Amina Saleh","Completed"
"ORD-2025-0398","2025-12-30","2025-12","Fictional Enterprise 055","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","255","765","554.62","210.38","Omar Haddad","Completed"
"ORD-2025-0399","2025-01-10","2025-01","Fictional Enterprise 068","Eastern","Dammam","Digital","Governance","Control Center","2","187.5","375.0","285.00","90.00","Lina Nasser","Completed"
"ORD-2025-0400","2025-01-21","2025-01","Fictional Enterprise 081","Northern","Tabuk","Partner","Operations","Process Monitor","1","155","155","96.10","58.90","Yousef Karim","In Progress"
"ORD-2025-0401","2025-02-01","2025-02","Fictional Enterprise 094","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","222.5","-100","1165.90","-1265.90","Sara Mansour","Completed"
"ORD-2025-0402","2025-02-12","2025-02","Fictional Enterprise 107","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","240","1680","1159.20","520.80","Fahad Rahman","Completed"
"ORD-2025-0403","2025-02-23","2025-02","Fictional Enterprise 120","Eastern","Dammam","Digital","Governance","Control Center","6","172.5","1035.0","750.38","284.62","Amina Saleh","Completed"
"ORD-2025-0404","2025-03-06","2025-03","Fictional Enterprise 133","Northern","Tabuk","Partner","Operations","Process Monitor","5","140","700","532.00","168.00","Omar Haddad","In Progress"
"ORD-2025-0405","2025-03-17","2025-03","Fictional Enterprise 146","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","207.5","830.0","514.60","315.40","Lina Nasser","Completed"
"ORD-2025-0406","2025-03-28","2025-03","Fictional Enterprise 159","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","270","810","530.55","279.45","Yousef Karim","Completed"
"ORD-2025-0407","2025-04-08","2025-04","Fictional Enterprise 012","Eastern","Dammam","Digital","Governance","Control Center","2","202.5","405.0","279.45","125.55","Sara Mansour","Completed"
"ORD-2025-0408","2025-04-19","2025-04","Fictional Enterprise 025","Northern","Tabuk","Partner","Operations","Process Monitor","1","125","125","90.62","34.38","Fahad Rahman","In Progress"
"ORD-2025-0409","2025-04-30","2025-04","Fictional Enterprise 038","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","192.5","1540.0","1170.40","369.60","Amina Saleh","Completed"
"ORD-2025-0410","2025-05-11","2025-05","Fictional Enterprise 051","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","255","1785","1106.70","678.30","Omar Haddad","Completed"
"ORD-2025-0411","2025-05-22","2025-05","Fictional Enterprise 064","Eastern","Dammam","Digital","Governance","Control Center","6","187.5","1125.0","736.88","388.12","Lina Nasser","Completed"
"ORD-2025-0412","2025-06-02","2025-06","Fictional Enterprise 077","Northern","Tabuk","Partner","Operations","Process Monitor","5","155","775","534.75","240.25","Yousef Karim","In Progress"
"ORD-2025-0413","2025-06-13","2025-06","Fictional Enterprise 090","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","222.5","890.0","645.25","244.75","Sara Mansour","Completed"
"ORD-2025-0414","2025-06-24","2025-06","Fictional Enterprise 103","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","240","720","547.20","172.80","Fahad Rahman","Completed"
"ORD-2025-0415","2025-07-05","2025-07","Fictional Enterprise 116","Eastern","Dammam","Digital","Governance","Control Center","2","172.5","345.0","213.90","131.10","Amina Saleh","Completed"
"ORD-2025-0416","2025-07-16","2025-07","Fictional Enterprise 129","Northern","Tabuk","Partner","Operations","Process Monitor","1","140","140","91.70","48.30","Omar Haddad","In Progress"
"ORD-2025-0417","2025-07-27","2025-07","Fictional Enterprise 142","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","207.5","1660.0","1145.40","514.60","Lina Nasser","Completed"
"ORD-2025-0418","2025-08-07","2025-08","Fictional Enterprise 155","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","270","1890","1370.25","519.75","Yousef Karim","Completed"
"ORD-2025-0419","2025-08-18","2025-08","Fictional Enterprise 008","Eastern","Dammam","Digital","Governance","Control Center","6","202.5","1215.0","923.40","291.60","Sara Mansour","Completed"
"ORD-2025-0420","2025-08-29","2025-08","Fictional Enterprise 021","Northern","Tabuk","Partner","Operations","Process Monitor","5","125","625","387.50","237.50","Fahad Rahman","In Progress"
"ORD-2025-0421","2025-09-09","2025-09","Fictional Enterprise 034","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","192.5","770.0","504.35","265.65","Amina Saleh","Completed"
"ORD-2025-0422","2025-09-20","2025-09","Fictional Enterprise 047","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","255","765","527.85","237.15","Omar Haddad","Completed"
"ORD-2025-0423","2025-10-01","2025-10","Fictional Enterprise 060","Eastern","Dammam","Digital","Governance","Control Center","2","187.5","375.0","271.88","103.12","Lina Nasser","Completed"
"ORD-2025-0424","2025-10-12","2025-10","Fictional Enterprise 073","Northern","Tabuk","Partner","Operations","Process Monitor","1","155","155","117.80","37.20","Yousef Karim","In Progress"
"ORD-2025-0425","2025-10-23","2025-10","Fictional Enterprise 086","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","222.5","1780.0","1103.60","676.40","Sara Mansour","Completed"
"ORD-2025-0426","2025-11-03","2025-11","Fictional Enterprise 099","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","240","1680","1100.40","579.60","Fahad Rahman","Completed"
"ORD-2025-0427","2025-11-14","2025-11","Fictional Enterprise 112","Eastern","Dammam","Digital","Governance","Control Center","6","172.5","1035.0","714.15","320.85","Amina Saleh","Completed"
"ORD-2025-0428","2025-11-25","2025-11","Fictional Enterprise 125","Northern","Tabuk","Partner","Operations","Process Monitor","5","140","700","507.50","192.50","Omar Haddad","In Progress"
"ORD-2025-0429","2025-12-06","2025-12","Fictional Enterprise 138","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","207.5","830.0","630.80","199.20","Lina Nasser","Completed"
"ORD-2025-0430","2025-12-17","2025-12","Fictional Enterprise 151","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","270","810","502.20","307.80","Yousef Karim","Completed"
"ORD-2025-0431","2025-12-28","2025-12","Fictional Enterprise 004","Eastern","Dammam","Digital","Governance","Control Center","2","202.5","405.0","265.28","139.72","Sara Mansour","Completed"
"ORD-2025-0432","2025-01-08","2025-01","Fictional Enterprise 017","Northern","Tabuk","Partner","Operations","Process Monitor","1","125","125","86.25","38.75","Fahad Rahman","In Progress"
"ORD-2025-0433","2025-01-19","2025-01","Fictional Enterprise 030","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","192.5","1540.0","1116.50","423.50","Amina Saleh","Completed"
"ORD-2025-0434","2025-01-30","2025-01","Fictional Enterprise 043","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","255","1785","1356.60","428.40","Omar Haddad","Completed"
"ORD-2025-0435","2025-02-10","2025-02","Fictional Enterprise 056","Eastern","Dammam","Digital","Governance","Control Center","6","187.5","1125.0","697.50","427.50","Lina Nasser","Completed"
"ORD-2025-0436","2025-02-21","2025-02","Fictional Enterprise 069","Northern","Tabuk","Partner","Operations","Process Monitor","5","155","775","507.62","267.38","Yousef Karim","In Progress"
"ORD-2025-0437","2025-03-04","2025-03","Fictional Enterprise 082","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","222.5","890.0","614.10","275.90","Sara Mansour","Completed"
"ORD-2025-0438","2025-03-15","2025-03","Fictional Enterprise 095","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","240","720","522.00","198.00","Fahad Rahman","Completed"
"ORD-2025-0439","2025-03-26","2025-03","Fictional Enterprise 108","Eastern","Dammam","Digital","Governance","Control Center","2","172.5","345.0","262.20","82.80","Amina Saleh","Completed"
"ORD-2025-0440","2025-04-06","2025-04","Fictional Enterprise 121","Northern","Tabuk","Partner","Operations","Process Monitor","1","140","140","86.80","53.20","Omar Haddad","In Progress"
"ORD-2025-0441","2025-04-17","2025-04","Fictional Enterprise 134","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","207.5","1660.0","1087.30","572.70","Lina Nasser","Completed"
"ORD-2025-0442","2025-04-28","2025-04","Fictional Enterprise 147","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","270","1890","1304.10","585.90","Yousef Karim","Completed"
"ORD-2025-0443","2025-05-09","2025-05","Fictional Enterprise 160","Eastern","Dammam","Digital","Governance","Control Center","6","202.5","1215.0","880.88","334.12","Sara Mansour","Completed"
"ORD-2025-0444","2025-05-20","2025-05","Fictional Enterprise 013","Northern","Tabuk","Partner","Operations","Process Monitor","5","125","625","475.00","150.00","Fahad Rahman","In Progress"
"ORD-2025-0445","2025-05-31","2025-05","Fictional Enterprise 026","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","192.5","770.0","477.40","292.60","Amina Saleh","Completed"
"ORD-2025-0446","2025-06-11","2025-06","Fictional Enterprise 039","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","255","765","501.08","263.92","Omar Haddad","Completed"
"ORD-2025-0447","2025-06-22","2025-06","Fictional Enterprise 052","Eastern","Dammam","Digital","Governance","Control Center","2","187.5","375.0","258.75","116.25","Lina Nasser","Completed"
"ORD-2025-0448","2025-07-03","2025-07","Fictional Enterprise 065","Northern","Tabuk","Partner","Operations","Process Monitor","1","155","155","112.38","42.62","Yousef Karim","In Progress"
"ORD-2025-0449","2025-07-14","2025-07","Fictional Enterprise 078","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","8","222.5","1780.0","1352.80","427.20","Sara Mansour","Completed"
"ORD-2025-0450","2025-07-25","2025-07","Fictional Enterprise 091","Western","Jeddah","Inside Sales","Data Management","Data Hub","7","240","1680","1041.60","638.40","Fahad Rahman","Completed"
"ORD-2025-0451","2025-08-05","2025-08","Fictional Enterprise 104","eastern","Dammam","Digital","Governance","Control Center","6","172.5","1035.0","677.92","357.08","Amina Saleh","Completed"
"ORD-2025-0452","2025-08-16","2025-08","Fictional Enterprise 117","Northern","Tabuk","Partner","Operations","Process Monitor","5","140","700","483.00","217.00","Omar Haddad","In Progress"
"ORD-2025-0453","2025-08-27","2025-08","Fictional Enterprise 130","Central","Riyadh","Enterprise Direct","Analytics","Insight Suite","4","207.5","830.0","601.75","228.25","Lina Nasser","Completed"
"ORD-2025-0454","2025-09-07","2025-09","Fictional Enterprise 143","Western","Jeddah","Inside Sales","Data Management","Data Hub","3","270","810","615.60","194.40","Yousef Karim","Completed"
"ORD-2025-0455","2025-09-18","2025-09","Fictional Enterprise 156","Eastern","Dammam","Digital","Governance","Control Center","2","202.5","405.0","251.10","153.90","Sara Mansour","Completed"
